,NAME,上開,不,之,也,了,云云,以,伊,似,但,係指,全,其,即,卻,又,只,可,在,地,如,就,得,惟查,把,按,於,旋,是,有,此,殆,為,無,然,爰,的,等語,系爭,縱,而,致,與,茲,著,被,足資,這,還,那
3588,楊仁壽,,,340,,,2.0,55.0,,3.0,16.0,,,53,18.0,2.0,2.0,12.0,20.0,27.0,,12.0,12.0,30.0,,,6.0,38,,8.0,40,11,1.0,115,15.0,22.0,1.0,13.0,,,,27,5.0,20.0,,2.0,2.0,,,,
3589,楊仁壽,,,344,,,,47.0,,7.0,13.0,,,61,11.0,5.0,,3.0,10.0,26.0,,15.0,11.0,30.0,,,4.0,34,,12.0,41,9,1.0,100,14.0,22.0,4.0,13.0,2.0,,,34,2.0,14.0,,2.0,4.0,,,,
3590,楊仁壽,,,328,,,3.0,63.0,,6.0,9.0,,,43,11.0,3.0,2.0,5.0,21.0,24.0,,6.0,13.0,34.0,,,6.0,40,,6.0,39,14,1.0,117,11.0,9.0,3.0,14.0,6.0,,,23,4.0,13.0,,,2.0,,,,
3591,楊仁壽,,,300,,,4.0,58.0,,2.0,16.0,,,52,11.0,5.0,5.0,4.0,12.0,22.0,,6.0,13.0,36.0,,,3.0,41,,2.0,36,16,3.0,123,12.0,17.0,3.0,15.0,3.0,,,21,2.0,28.0,,4.0,6.0,,,,
3592,楊仁壽,,,290,,,1.0,50.0,,7.0,6.0,,,68,8.0,3.0,,3.0,6.0,20.0,,13.0,11.0,32.0,,,6.0,32,,8.0,38,16,2.0,115,12.0,24.0,2.0,12.0,4.0,,,27,6.0,21.0,,1.0,8.0,,,,
3593,楊仁壽,,,354,,,1.0,51.0,,9.0,14.0,,,57,11.0,4.0,1.0,7.0,18.0,17.0,,13.0,10.0,33.0,,,5.0,26,,8.0,42,13,,118,9.0,23.0,1.0,12.0,3.0,,,26,3.0,18.0,,,3.0,,,,
3594,楊仁壽,,,310,,,,46.0,,6.0,14.0,,,48,12.0,,1.0,4.0,14.0,18.0,,12.0,17.0,35.0,,,6.0,29,,8.0,39,22,,131,17.0,15.0,,13.0,2.0,,,30,6.0,23.0,,1.0,2.0,,,,
3595,楊仁壽,,,330,,,,56.0,,5.0,16.0,,,48,14.0,3.0,1.0,4.0,16.0,17.0,,17.0,14.0,45.0,,,6.0,37,,6.0,39,26,1.0,112,15.0,15.0,2.0,19.0,3.0,,,25,10.0,24.0,,2.0,8.0,,,,
3596,楊仁壽,,,322,,,1.0,45.0,,2.0,15.0,,,47,8.0,1.0,1.0,10.0,7.0,27.0,,12.0,8.0,38.0,,,16.0,32,,12.0,47,19,,132,13.0,8.0,,21.0,5.0,,,16,11.0,16.0,,,6.0,,,,
3597,楊仁壽,,,378,,,1.0,54.0,,1.0,11.0,,,57,14.0,,2.0,6.0,13.0,25.0,,10.0,11.0,34.0,,,6.0,29,,10.0,36,13,2.0,122,18.0,15.0,3.0,22.0,,,,18,3.0,16.0,,,4.0,,,,
3598,楊仁壽,,,312,,,2.0,65.0,,5.0,14.0,,,41,9.0,2.0,3.0,3.0,11.0,22.0,,10.0,20.0,29.0,,,10.0,30,,12.0,31,15,4.0,131,13.0,15.0,2.0,26.0,4.0,,,32,4.0,26.0,,1.0,2.0,,,,
3599,楊仁壽,,,332,,,1.0,49.0,,3.0,14.0,,,56,7.0,1.0,5.0,4.0,19.0,17.0,,12.0,16.0,31.0,,,5.0,37,,4.0,37,10,2.0,136,14.0,18.0,2.0,17.0,3.0,,,25,3.0,15.0,,1.0,4.0,,,,
3600,楊仁壽,,,336,,,1.0,48.0,,2.0,6.0,,,45,9.0,1.0,1.0,3.0,16.0,21.0,,7.0,10.0,37.0,,,10.0,40,,4.0,24,15,,134,16.0,20.0,1.0,16.0,2.0,,,20,6.0,16.0,,,8.0,,,,
3601,楊仁壽,,,304,,,4.0,57.0,,6.0,7.0,,,56,6.0,4.0,2.0,7.0,16.0,24.0,,14.0,10.0,33.0,,,9.0,32,,2.0,36,10,,128,18.0,16.0,4.0,15.0,4.0,,,19,4.0,20.0,,2.0,7.0,,,,
3602,楊仁壽,,,272,,,4.0,59.0,,7.0,9.0,,,52,9.0,2.0,4.0,6.0,14.0,19.0,,15.0,16.0,43.0,,,3.0,34,,6.0,30,17,,120,12.0,13.0,5.0,17.0,2.0,,,15,8.0,23.0,,2.0,3.0,,,,
3603,楊仁壽,,,322,,,1.0,45.0,,8.0,8.0,,,57,7.0,3.0,2.0,3.0,11.0,30.0,,8.0,15.0,47.0,,,4.0,19,,10.0,42,19,1.0,120,19.0,13.0,3.0,12.0,,,,32,6.0,21.0,,,3.0,,,,
3604,楊仁壽,,,372,,,,51.0,,2.0,11.0,,,52,6.0,3.0,2.0,3.0,16.0,15.0,,13.0,16.0,29.0,,,9.0,35,,14.0,34,16,1.0,121,14.0,18.0,1.0,14.0,2.0,,,13,11.0,13.0,,,6.0,,,,
3605,楊仁壽,,,336,,,1.0,69.0,,4.0,15.0,,,47,7.0,1.0,3.0,4.0,8.0,15.0,,18.0,13.0,40.0,,,8.0,23,,8.0,36,11,,128,11.0,15.0,2.0,14.0,4.0,,,28,3.0,18.0,,4.0,,,,,
3606,楊仁壽,,,316,,,1.0,47.0,,4.0,11.0,,,49,19.0,1.0,3.0,7.0,10.0,19.0,,13.0,12.0,43.0,,,9.0,36,,6.0,46,11,,113,10.0,19.0,4.0,18.0,2.0,,,24,2.0,19.0,,3.0,9.0,,,,
3607,楊仁壽,,,336,,,2.0,54.0,,5.0,7.0,,,47,9.0,4.0,1.0,8.0,23.0,18.0,,8.0,14.0,31.0,,,6.0,38,,10.0,38,11,,110,11.0,21.0,2.0,11.0,3.0,,,28,4.0,21.0,,1.0,7.0,,,,
3608,楊仁壽,,,334,,,1.0,46.0,,3.0,10.0,,,58,13.0,2.0,3.0,5.0,21.0,18.0,,9.0,12.0,22.0,,,12.0,38,,10.0,28,9,,112,11.0,15.0,3.0,5.0,1.0,,,23,6.0,18.0,,2.0,5.0,,,,
3609,楊仁壽,,,364,,,2.0,58.0,,6.0,15.0,,,58,8.0,,6.0,5.0,17.0,16.0,,11.0,20.0,48.0,,,6.0,34,,12.0,38,18,1.0,119,17.0,28.0,1.0,16.0,1.0,,,18,8.0,12.0,,,3.0,,,,
3610,楊仁壽,,,302,,,1.0,61.0,,4.0,8.0,,,44,5.0,1.0,2.0,4.0,18.0,28.0,,11.0,19.0,40.0,,,5.0,37,,8.0,37,18,1.0,126,11.0,9.0,3.0,15.0,3.0,,,26,4.0,13.0,,2.0,5.0,,,,
3611,楊仁壽,,,306,,,,41.0,,5.0,9.0,,,59,13.0,1.0,2.0,6.0,16.0,20.0,,17.0,17.0,42.0,,,9.0,32,,8.0,22,22,,125,14.0,17.0,2.0,18.0,6.0,,,29,9.0,20.0,,,4.0,,,,
3612,楊仁壽,,,394,,,2.0,51.0,,5.0,17.0,,,40,10.0,2.0,3.0,7.0,12.0,23.0,,8.0,11.0,34.0,,,7.0,35,,4.0,29,12,1.0,131,17.0,13.0,1.0,14.0,3.0,,,21,5.0,18.0,,1.0,4.0,,,,
3613,楊仁壽,,,304,,,2.0,44.0,,4.0,8.0,,,49,17.0,4.0,3.0,2.0,13.0,22.0,,11.0,8.0,29.0,,,9.0,38,,12.0,34,17,2.0,125,18.0,17.0,3.0,16.0,1.0,,,23,2.0,26.0,,,4.0,,,,
3614,楊仁壽,,,334,,,4.0,59.0,,1.0,7.0,,,53,13.0,3.0,1.0,6.0,14.0,18.0,,13.0,14.0,41.0,,,5.0,30,,10.0,37,14,,129,15.0,15.0,3.0,13.0,3.0,,,25,4.0,20.0,,1.0,6.0,,,,
3615,楊仁壽,,,344,,,2.0,52.0,,3.0,6.0,,,60,6.0,4.0,2.0,4.0,13.0,14.0,,11.0,8.0,34.0,,,3.0,36,,14.0,31,18,3.0,111,10.0,13.0,1.0,14.0,1.0,,,24,8.0,19.0,,2.0,7.0,,,,
3616,楊仁壽,,,292,,,,50.0,,7.0,8.0,,,32,14.0,1.0,3.0,6.0,15.0,23.0,,18.0,10.0,41.0,,,8.0,37,,14.0,30,13,2.0,108,6.0,21.0,1.0,13.0,3.0,,,24,3.0,13.0,,1.0,3.0,,,,
3617,楊仁壽,,,342,,,2.0,59.0,,4.0,11.0,,,64,13.0,4.0,1.0,4.0,20.0,17.0,,12.0,17.0,26.0,,,7.0,34,,4.0,29,17,3.0,124,11.0,14.0,3.0,11.0,7.0,,,25,4.0,20.0,,1.0,7.0,,,,
3618,楊仁壽,,,288,,,,43.0,,6.0,12.0,,,64,9.0,4.0,4.0,3.0,13.0,20.0,,8.0,19.0,45.0,,,11.0,35,,4.0,33,18,,111,7.0,15.0,5.0,15.0,4.0,,,22,4.0,25.0,,,2.0,,,,
3619,楊仁壽,,,356,,,1.0,42.0,,2.0,11.0,,,46,11.0,3.0,1.0,2.0,8.0,17.0,,15.0,19.0,43.0,,,7.0,33,,12.0,32,21,,126,16.0,17.0,2.0,13.0,1.0,,,29,8.0,24.0,,1.0,6.0,,,,
3620,楊仁壽,,,278,,,2.0,43.0,,3.0,8.0,,,46,12.0,2.0,5.0,4.0,8.0,14.0,,14.0,13.0,29.0,,,5.0,34,,18.0,36,16,,125,13.0,18.0,3.0,20.0,3.0,,,26,7.0,12.0,,1.0,8.0,,,,
3621,楊仁壽,,,378,,,,57.0,,2.0,17.0,,,46,9.0,3.0,5.0,9.0,19.0,16.0,,17.0,11.0,37.0,,,5.0,47,,4.0,30,14,1.0,117,14.0,17.0,1.0,13.0,3.0,,,19,7.0,15.0,,,7.0,,,,
3622,楊仁壽,,,328,,,1.0,45.0,,5.0,9.0,,,55,11.0,4.0,3.0,6.0,11.0,22.0,,16.0,19.0,45.0,,,7.0,33,,10.0,39,15,1.0,123,9.0,14.0,4.0,10.0,2.0,,,26,6.0,22.0,,,6.0,,,,
3623,楊仁壽,,,384,,,,40.0,,3.0,10.0,,,58,6.0,4.0,4.0,7.0,15.0,23.0,,13.0,15.0,29.0,,,10.0,34,,12.0,31,14,1.0,127,20.0,14.0,2.0,18.0,4.0,,,29,6.0,20.0,,2.0,2.0,,,,
3624,楊仁壽,,,334,,,2.0,49.0,,1.0,7.0,,,51,13.0,3.0,4.0,3.0,11.0,15.0,,10.0,15.0,33.0,,,7.0,34,,6.0,37,15,2.0,126,9.0,11.0,2.0,25.0,2.0,,,18,4.0,19.0,,2.0,5.0,,,,
3625,楊仁壽,,,342,,,3.0,52.0,,2.0,9.0,,,53,14.0,5.0,4.0,5.0,12.0,16.0,,13.0,13.0,30.0,,,9.0,36,,12.0,33,15,2.0,124,15.0,13.0,1.0,17.0,2.0,,,29,4.0,23.0,,,6.0,,,,
3626,楊仁壽,,,278,,,,40.0,,4.0,19.0,,,48,17.0,1.0,4.0,4.0,14.0,10.0,,10.0,7.0,36.0,,,9.0,34,,6.0,35,15,2.0,135,19.0,22.0,6.0,14.0,4.0,,,22,4.0,19.0,,,4.0,,,,
3627,楊仁壽,,,316,,,2.0,53.0,,2.0,10.0,,,52,7.0,2.0,3.0,5.0,13.0,17.0,,13.0,4.0,36.0,,,9.0,23,,4.0,39,14,,122,15.0,20.0,2.0,11.0,2.0,,,28,5.0,15.0,,1.0,3.0,,,,
3628,楊仁壽,,,350,,,4.0,42.0,,3.0,8.0,,,46,9.0,1.0,2.0,6.0,13.0,23.0,,16.0,17.0,25.0,,,7.0,39,,4.0,34,16,1.0,121,14.0,17.0,,14.0,3.0,,,30,5.0,26.0,,1.0,6.0,,,,
3629,楊仁壽,,,346,,,1.0,55.0,,1.0,9.0,,,48,5.0,2.0,,2.0,10.0,20.0,,13.0,17.0,31.0,,,7.0,35,,4.0,31,11,1.0,119,16.0,29.0,3.0,8.0,2.0,,,25,2.0,11.0,,2.0,8.0,,,,
3630,楊仁壽,,,320,,,3.0,37.0,,2.0,8.0,,,53,14.0,1.0,3.0,5.0,15.0,15.0,,16.0,9.0,34.0,,,8.0,32,,4.0,43,16,2.0,118,15.0,12.0,,18.0,4.0,,,31,8.0,25.0,,3.0,5.0,,,,
3631,楊仁壽,,,330,,,1.0,44.0,,2.0,16.0,,,56,14.0,2.0,1.0,6.0,13.0,20.0,,11.0,19.0,25.0,,,6.0,25,,2.0,40,16,,108,18.0,11.0,3.0,14.0,3.0,,,30,5.0,18.0,,1.0,5.0,,,,
3632,楊仁壽,,,338,,,1.0,46.0,,6.0,12.0,,,51,13.0,2.0,2.0,6.0,16.0,23.0,,9.0,16.0,30.0,,,7.0,35,,14.0,43,8,1.0,144,17.0,11.0,1.0,10.0,2.0,,,30,7.0,16.0,,,6.0,,,,
3633,楊仁壽,,,270,,,,53.0,,4.0,12.0,,,52,11.0,1.0,3.0,4.0,9.0,25.0,,14.0,14.0,34.0,,,11.0,32,,8.0,38,16,,123,18.0,17.0,3.0,12.0,4.0,,,25,5.0,18.0,,4.0,8.0,,,,
3634,楊仁壽,,,348,,,2.0,51.0,,3.0,11.0,,,47,16.0,,5.0,6.0,11.0,23.0,,17.0,7.0,31.0,,,5.0,34,,8.0,29,9,1.0,126,10.0,12.0,3.0,17.0,2.0,,,28,7.0,23.0,,2.0,9.0,,,,
3635,楊仁壽,,,360,,,,48.0,,2.0,10.0,,,51,16.0,2.0,3.0,6.0,20.0,26.0,,11.0,9.0,33.0,,,10.0,47,,12.0,30,13,3.0,109,11.0,18.0,4.0,22.0,1.0,,,27,2.0,20.0,,1.0,5.0,,,,
3636,楊仁壽,,,360,,,2.0,46.0,,2.0,9.0,,,64,15.0,2.0,2.0,4.0,18.0,20.0,,17.0,17.0,39.0,,,19.0,36,,2.0,38,16,1.0,128,15.0,20.0,1.0,14.0,6.0,,,28,5.0,16.0,,,7.0,,,,
3637,楊仁壽,,,358,,,2.0,38.0,,5.0,8.0,,,45,11.0,,6.0,7.0,14.0,25.0,,14.0,16.0,37.0,,,10.0,29,,10.0,28,18,,132,12.0,13.0,4.0,14.0,2.0,,,22,2.0,17.0,,2.0,3.0,,,,
3638,楊仁壽,,,308,,,2.0,35.0,,1.0,9.0,,,52,13.0,1.0,2.0,5.0,11.0,18.0,,8.0,12.0,33.0,,,5.0,37,,8.0,44,12,3.0,121,15.0,21.0,,18.0,6.0,,,23,8.0,22.0,,,6.0,,,,
3639,楊仁壽,,,332,,,1.0,48.0,,1.0,11.0,,,51,16.0,1.0,3.0,10.0,9.0,26.0,,9.0,19.0,31.0,,,8.0,34,,6.0,38,14,1.0,122,20.0,25.0,,14.0,3.0,,,24,6.0,16.0,,,4.0,,,,
3640,楊仁壽,,,354,,,1.0,42.0,,1.0,3.0,,,47,11.0,1.0,3.0,6.0,15.0,30.0,,11.0,13.0,42.0,,,5.0,29,,6.0,33,17,1.0,126,11.0,14.0,2.0,8.0,3.0,,,22,15.0,14.0,,2.0,1.0,,,,
3641,楊仁壽,,,288,,,1.0,56.0,,4.0,8.0,,,47,9.0,3.0,4.0,2.0,12.0,16.0,,14.0,15.0,35.0,,,9.0,37,,8.0,42,23,,125,12.0,16.0,3.0,10.0,3.0,,,26,6.0,26.0,,,3.0,,,,
3642,楊仁壽,,,336,,,3.0,41.0,,4.0,3.0,,,51,17.0,2.0,2.0,2.0,11.0,27.0,,12.0,7.0,36.0,,,6.0,36,,4.0,33,12,1.0,127,14.0,19.0,,11.0,2.0,,,23,4.0,30.0,,,7.0,,,,
3643,楊仁壽,,,354,,,2.0,55.0,,2.0,9.0,,,44,17.0,1.0,5.0,7.0,15.0,31.0,,13.0,19.0,27.0,,,6.0,35,,4.0,35,17,1.0,98,13.0,17.0,6.0,14.0,3.0,,,32,7.0,18.0,,,4.0,,,,
3644,楊仁壽,,,338,,,,55.0,,4.0,7.0,,,49,11.0,4.0,3.0,8.0,9.0,23.0,,16.0,18.0,31.0,,,2.0,26,,8.0,42,15,,126,16.0,13.0,4.0,20.0,1.0,,,17,8.0,15.0,,4.0,9.0,,,,
3645,楊仁壽,,,318,,,1.0,46.0,,4.0,9.0,,,47,7.0,,4.0,5.0,11.0,20.0,,11.0,13.0,36.0,,,7.0,40,,8.0,37,13,2.0,128,15.0,18.0,3.0,6.0,1.0,,,31,10.0,19.0,,1.0,2.0,,,,
3646,楊仁壽,,,326,,,1.0,54.0,,4.0,10.0,,,45,10.0,2.0,6.0,3.0,13.0,15.0,,12.0,15.0,29.0,,,3.0,28,,4.0,35,19,4.0,131,14.0,15.0,4.0,13.0,3.0,,,29,7.0,18.0,,2.0,5.0,,,,
3647,楊仁壽,,,294,,,2.0,44.0,,7.0,8.0,,,48,14.0,2.0,,7.0,13.0,18.0,,11.0,9.0,40.0,,,14.0,31,,10.0,41,17,1.0,128,9.0,11.0,2.0,12.0,4.0,,,23,5.0,18.0,,2.0,11.0,,,,
3648,楊仁壽,,,356,,,3.0,39.0,,9.0,8.0,,,56,9.0,3.0,1.0,8.0,16.0,27.0,,11.0,11.0,28.0,,,7.0,31,,14.0,30,10,,122,10.0,17.0,2.0,20.0,2.0,,,18,7.0,20.0,,4.0,6.0,,,,
3649,楊仁壽,,,304,,,1.0,57.0,,7.0,13.0,,,55,14.0,5.0,2.0,9.0,10.0,21.0,,14.0,15.0,37.0,,,7.0,31,,4.0,36,16,1.0,150,16.0,14.0,3.0,14.0,6.0,,,18,1.0,15.0,,,6.0,,,,
3650,楊仁壽,,,340,,,,44.0,,2.0,12.0,,,37,9.0,,1.0,7.0,19.0,15.0,,11.0,10.0,46.0,,,9.0,28,,6.0,25,23,2.0,114,14.0,10.0,1.0,20.0,5.0,,,24,12.0,17.0,,,3.0,,,,
3651,楊仁壽,,,322,,,3.0,56.0,,3.0,14.0,,,43,10.0,2.0,4.0,5.0,14.0,34.0,,16.0,17.0,27.0,,,9.0,40,,4.0,41,12,2.0,121,12.0,14.0,4.0,13.0,1.0,,,28,6.0,13.0,,1.0,3.0,,,,
3652,楊仁壽,,,370,,,1.0,50.0,,4.0,11.0,,,52,7.0,,2.0,5.0,7.0,21.0,,14.0,16.0,41.0,,,8.0,40,,2.0,37,16,,109,16.0,16.0,3.0,16.0,1.0,,,26,6.0,25.0,,1.0,6.0,,,,
3653,楊仁壽,,,354,,,3.0,54.0,,1.0,16.0,,,51,12.0,5.0,1.0,8.0,13.0,18.0,,8.0,11.0,29.0,,,9.0,29,,8.0,40,11,1.0,110,15.0,20.0,4.0,14.0,3.0,,,24,5.0,18.0,,,5.0,,,,
3654,楊仁壽,,,340,,,,64.0,,4.0,11.0,,,57,12.0,1.0,6.0,6.0,23.0,20.0,,8.0,11.0,47.0,,,13.0,29,,2.0,45,13,,108,11.0,17.0,2.0,19.0,3.0,,,21,3.0,12.0,,1.0,8.0,,,,
3655,楊仁壽,,,348,,,1.0,59.0,,5.0,10.0,,,53,13.0,1.0,1.0,7.0,12.0,20.0,,14.0,17.0,30.0,,,9.0,36,,6.0,32,15,,120,17.0,18.0,1.0,6.0,2.0,,,29,12.0,22.0,,1.0,8.0,,,,
3656,楊仁壽,,,306,,,2.0,70.0,,6.0,12.0,,,54,13.0,,3.0,7.0,12.0,26.0,,12.0,13.0,31.0,,,6.0,33,,14.0,37,12,,116,13.0,12.0,3.0,12.0,5.0,,,28,2.0,23.0,,1.0,7.0,,,,
3657,楊仁壽,,,374,,,1.0,53.0,,3.0,12.0,,,44,12.0,2.0,3.0,7.0,11.0,18.0,,10.0,9.0,40.0,,,7.0,24,,14.0,33,14,3.0,130,7.0,13.0,1.0,17.0,2.0,,,27,4.0,16.0,,1.0,6.0,,,,
3658,楊仁壽,,,294,,,,46.0,,6.0,14.0,,,51,14.0,4.0,2.0,5.0,10.0,26.0,,11.0,8.0,31.0,,,7.0,37,,4.0,43,23,2.0,138,14.0,12.0,1.0,19.0,4.0,,,25,2.0,19.0,,2.0,3.0,,,,
3659,楊仁壽,,,330,,,1.0,58.0,,4.0,11.0,,,48,11.0,2.0,5.0,7.0,19.0,19.0,,10.0,11.0,41.0,,,13.0,37,,4.0,42,10,1.0,119,16.0,15.0,1.0,8.0,5.0,,,20,2.0,20.0,,,8.0,,,,
3660,楊仁壽,,,296,,,1.0,57.0,,3.0,12.0,,,48,20.0,2.0,6.0,9.0,8.0,13.0,,11.0,16.0,30.0,,,7.0,25,,6.0,50,15,,110,17.0,8.0,1.0,11.0,4.0,,,33,6.0,24.0,,,7.0,,,,
3661,楊仁壽,,,314,,,,50.0,,4.0,6.0,,,53,5.0,4.0,2.0,6.0,15.0,17.0,,9.0,11.0,31.0,,,6.0,35,,2.0,32,21,3.0,106,14.0,9.0,1.0,18.0,4.0,,,23,3.0,14.0,,1.0,7.0,,,,
3662,楊仁壽,,,344,,,,52.0,,4.0,16.0,,,53,11.0,6.0,4.0,8.0,11.0,25.0,,10.0,15.0,31.0,,,6.0,27,,14.0,38,8,2.0,125,21.0,16.0,2.0,19.0,2.0,,,23,4.0,18.0,,,5.0,,,,
3663,楊仁壽,,,322,,,,52.0,,3.0,12.0,,,57,12.0,3.0,1.0,3.0,13.0,25.0,,11.0,12.0,31.0,,,13.0,34,,8.0,37,15,2.0,129,15.0,16.0,2.0,19.0,4.0,,,21,4.0,16.0,,,9.0,,,,
3664,楊仁壽,,,336,,,,50.0,,1.0,16.0,,,46,8.0,1.0,,4.0,15.0,20.0,,11.0,13.0,41.0,,,10.0,36,,,35,15,,117,17.0,15.0,3.0,20.0,4.0,,,30,5.0,18.0,,2.0,7.0,,,,
3665,楊仁壽,,,320,,,,57.0,,4.0,8.0,,,53,6.0,2.0,2.0,7.0,11.0,26.0,,15.0,14.0,23.0,,,8.0,42,,8.0,27,20,,118,11.0,25.0,3.0,16.0,6.0,,,26,6.0,18.0,,1.0,5.0,,,,
3666,楊仁壽,,,324,,,,51.0,,4.0,11.0,,,40,9.0,4.0,2.0,5.0,9.0,24.0,,14.0,14.0,43.0,,,11.0,38,,12.0,26,9,,139,11.0,12.0,5.0,18.0,4.0,,,32,5.0,20.0,,3.0,3.0,,,,
3667,楊仁壽,,,340,,,4.0,47.0,,4.0,15.0,,,53,2.0,3.0,5.0,6.0,12.0,24.0,,11.0,17.0,39.0,,,8.0,30,,6.0,48,15,,125,17.0,16.0,1.0,17.0,2.0,,,27,1.0,14.0,,,3.0,,,,
3668,楊仁壽,,,326,,,3.0,45.0,,4.0,15.0,,,47,10.0,2.0,3.0,3.0,17.0,15.0,,14.0,11.0,36.0,,,5.0,33,,6.0,30,15,,114,11.0,11.0,4.0,14.0,3.0,,,23,2.0,28.0,,2.0,5.0,,,,
3669,楊仁壽,,,306,,,3.0,53.0,,2.0,5.0,,,52,6.0,4.0,3.0,2.0,15.0,21.0,,7.0,13.0,34.0,,,13.0,44,,14.0,33,15,1.0,118,8.0,14.0,2.0,19.0,2.0,,,27,5.0,15.0,,2.0,5.0,,,,
3670,楊仁壽,,,326,,,1.0,60.0,,1.0,8.0,,,49,4.0,,3.0,10.0,14.0,17.0,,12.0,16.0,35.0,,,6.0,29,,8.0,39,20,1.0,108,20.0,7.0,,17.0,1.0,,,23,7.0,15.0,,2.0,7.0,,,,
3671,楊仁壽,,,364,,,,64.0,,2.0,14.0,,,54,11.0,1.0,3.0,5.0,10.0,19.0,,16.0,14.0,38.0,,,11.0,31,,8.0,33,11,,125,20.0,13.0,2.0,11.0,2.0,,,23,2.0,20.0,,2.0,4.0,,,,
3672,楊仁壽,,,308,,,1.0,50.0,,7.0,9.0,,,55,11.0,,2.0,7.0,21.0,24.0,,13.0,10.0,33.0,,,9.0,33,,10.0,36,15,,123,9.0,19.0,4.0,19.0,2.0,,,22,2.0,23.0,,1.0,8.0,,,,
3673,楊仁壽,,,314,,,,57.0,,3.0,10.0,,,61,8.0,3.0,1.0,7.0,10.0,22.0,,10.0,19.0,33.0,,,7.0,24,,10.0,24,18,1.0,128,20.0,13.0,4.0,17.0,4.0,,,35,5.0,16.0,,1.0,3.0,,,,
3674,楊仁壽,,,338,,,2.0,49.0,,3.0,10.0,,,58,10.0,6.0,7.0,4.0,15.0,20.0,,18.0,15.0,33.0,,,7.0,28,,2.0,25,10,,124,11.0,17.0,3.0,17.0,1.0,,,22,3.0,19.0,,2.0,2.0,,,,
3675,楊仁壽,,,290,,,2.0,47.0,,2.0,17.0,,,50,9.0,1.0,2.0,6.0,10.0,15.0,,11.0,11.0,30.0,,,9.0,36,,10.0,37,10,2.0,135,15.0,16.0,4.0,19.0,2.0,,,18,6.0,16.0,,1.0,6.0,,,,
3676,楊仁壽,,,306,,,,50.0,,3.0,11.0,,,56,6.0,4.0,2.0,8.0,14.0,20.0,,12.0,11.0,50.0,,,9.0,34,,6.0,32,13,1.0,137,10.0,14.0,3.0,6.0,2.0,,,26,3.0,23.0,,,6.0,,,,
3677,楊仁壽,,,362,,,1.0,51.0,,7.0,8.0,,,50,9.0,1.0,3.0,6.0,13.0,13.0,,10.0,16.0,35.0,,,11.0,42,,16.0,33,27,1.0,112,15.0,20.0,1.0,16.0,3.0,,,17,5.0,17.0,,1.0,6.0,,,,
3678,楊仁壽,,,346,,,,57.0,,4.0,10.0,,,58,14.0,2.0,5.0,5.0,15.0,20.0,,12.0,10.0,25.0,,,11.0,26,,8.0,49,12,2.0,137,13.0,29.0,3.0,9.0,,,,23,3.0,17.0,,2.0,4.0,,,,
3679,楊仁壽,,,332,,,,47.0,,5.0,7.0,,,56,10.0,3.0,2.0,7.0,11.0,19.0,,12.0,11.0,28.0,,,6.0,25,,8.0,48,17,3.0,126,13.0,15.0,4.0,11.0,,,,19,10.0,20.0,,,9.0,,,,
3680,楊仁壽,,,346,,,2.0,47.0,,5.0,13.0,,,52,11.0,4.0,4.0,6.0,18.0,24.0,,9.0,12.0,41.0,,,12.0,37,,6.0,37,10,,111,14.0,12.0,2.0,21.0,3.0,,,28,5.0,26.0,,1.0,10.0,,,,
3681,楊仁壽,,,300,,,,46.0,,3.0,11.0,,,56,15.0,,2.0,5.0,15.0,21.0,,11.0,13.0,38.0,,,9.0,41,,6.0,40,10,1.0,132,15.0,14.0,3.0,16.0,6.0,,,27,6.0,13.0,,2.0,4.0,,,,
3682,楊仁壽,,,392,,,2.0,37.0,,4.0,12.0,,,56,14.0,2.0,2.0,4.0,15.0,21.0,,14.0,17.0,48.0,,,11.0,35,,6.0,24,12,1.0,126,20.0,18.0,3.0,11.0,4.0,,,25,3.0,25.0,,3.0,5.0,,,,
3683,楊仁壽,,,358,,,,55.0,,5.0,6.0,,,54,17.0,,1.0,3.0,13.0,15.0,,9.0,15.0,29.0,,,7.0,30,,4.0,35,12,2.0,108,19.0,21.0,,15.0,1.0,,,22,4.0,22.0,,3.0,7.0,,,,
3684,楊仁壽,,,334,,,2.0,43.0,,4.0,9.0,,,34,6.0,6.0,2.0,7.0,9.0,24.0,,17.0,18.0,36.0,,,6.0,35,,14.0,34,10,1.0,132,8.0,14.0,2.0,16.0,,,,21,4.0,22.0,,2.0,7.0,,,,
3685,楊仁壽,,,348,,,4.0,46.0,,3.0,8.0,,,44,13.0,1.0,1.0,4.0,12.0,13.0,,15.0,14.0,28.0,,,8.0,34,,10.0,42,10,2.0,113,16.0,21.0,7.0,18.0,1.0,,,21,8.0,16.0,,1.0,3.0,,,,
3686,楊仁壽,,,370,,,3.0,51.0,,4.0,8.0,,,66,7.0,3.0,4.0,3.0,19.0,22.0,,5.0,14.0,42.0,,,10.0,32,,14.0,34,12,,125,23.0,16.0,1.0,14.0,2.0,,,21,2.0,15.0,,,2.0,,,,
3687,楊仁壽,,,336,,,,49.0,,6.0,7.0,,,58,13.0,1.0,8.0,2.0,10.0,17.0,,13.0,14.0,41.0,,,6.0,27,,10.0,27,18,1.0,128,10.0,11.0,7.0,16.0,5.0,,,32,4.0,13.0,,2.0,6.0,,,,
